# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 2.000000e-01
# Aref        : 2.000000e-01
# CofR        : (3.000000e+00 2.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
0             	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.005         	8.867051e+01	3.556832e+01	1.593445e+01	9.663773e+01	-8.070328e+01
0.00513134    	6.273611e+02	2.510748e+02	1.566977e+02	7.057100e+02	-5.490123e+02
0.00524107    	-5.435865e+01	-2.204215e+01	2.361862e+01	-4.254934e+01	6.616796e+01
0.00529194    	-8.028352e+01	-3.807777e+01	1.196531e+02	-2.045696e+01	1.401101e+02
0.00531898    	-9.761160e+01	-5.276292e+01	3.447698e+02	7.477331e+01	2.699965e+02
0.00533391    	3.927364e+01	-7.821513e+00	1.035288e+03	5.569176e+02	4.783704e+02
0.00534231    	-2.903125e+01	-2.510556e+01	3.161378e+03	1.551658e+03	1.609720e+03
0.00534709    	-3.401178e+02	-5.333859e+01	8.828945e+03	4.074355e+03	4.754590e+03
0.00534981    	-6.030399e+02	1.694105e+02	2.543010e+04	1.211201e+04	1.331809e+04
0.00535136    	1.873412e+02	1.700166e+03	7.297007e+04	3.667237e+04	3.629769e+04
0.00535225    	-3.153716e+03	4.533066e+03	2.076026e+05	1.006476e+05	1.069550e+05
0.00535276    	5.496074e+03	2.020539e+04	6.059156e+05	3.084539e+05	2.974617e+05
0.00535305    	-4.954657e+04	4.217563e+04	1.795360e+06	8.481336e+05	9.472267e+05
0.00535321    	-1.884588e+04	1.702130e+05	5.402468e+06	2.682388e+06	2.720080e+06
0.00535331    	-2.230043e+05	4.634926e+05	1.627877e+07	7.916382e+06	8.362390e+06
0.00535336    	-2.718935e+05	1.517267e+06	4.992698e+07	2.469160e+07	2.523539e+07
0.005353394   	-2.589414e+05	4.581187e+06	1.531010e+08	7.629158e+07	7.680946e+07
0.005353412   	1.941958e+06	1.448054e+07	4.703906e+08	2.371372e+08	2.332533e+08
0.005353422   	1.448717e+07	4.513943e+07	1.434258e+09	7.316164e+08	7.026420e+08
0.005353428   	6.805166e+07	1.421108e+08	4.367620e+09	2.251862e+09	2.115758e+09
0.0053534315  	2.861205e+08	4.399413e+08	1.329013e+10	6.931186e+09	6.358945e+09
0.0053534334  	1.041832e+09	1.349779e+09	4.050809e+10	2.129588e+10	1.921221e+10
0.0053534345  	3.662099e+09	4.121008e+09	1.233500e+11	6.533712e+10	5.801292e+10
0.0053534351  	1.317934e+10	1.282619e+10	3.762448e+11	2.013017e+11	1.749430e+11
0.0053534355  	4.539441e+10	3.961819e+10	1.146195e+12	6.184917e+11	5.277029e+11
0.0053534357  	1.549541e+11	1.228747e+11	3.496258e+12	1.903083e+12	1.593175e+12
0.0053534358  	5.131468e+11	3.791793e+11	1.065518e+13	5.840735e+12	4.814442e+12
0.00535343587 	1.687155e+12	1.172288e+12	3.250215e+13	1.793823e+13	1.456392e+13
0.00535343591 	5.429532e+12	3.596197e+12	9.905015e+13	5.495461e+13	4.409554e+13
0.00535343593 	1.750879e+13	1.108294e+13	3.021601e+14	1.685889e+14	1.335713e+14
0.005353435943	5.537557e+13	3.390990e+13	9.209242e+14	5.158377e+14	4.050865e+14
0.00535343595 	1.759221e+14	1.043082e+14	2.809249e+15	1.580546e+15	1.228702e+15
0.005353435954	5.511252e+14	3.191421e+14	8.564250e+15	4.833250e+15	3.731000e+15
0.0053534359567	1.730323e+15	9.793621e+14	2.612925e+16	1.479495e+16	1.133430e+16
0.005353435958	5.383120e+15	2.994237e+15	7.966488e+16	4.521556e+16	3.444932e+16
0.0053534359588	1.676550e+16	9.175677e+15	2.430502e+17	1.382906e+17	1.047596e+17
0.0053534359593	5.178215e+16	2.801743e+16	7.410743e+17	4.223193e+17	3.187550e+17
0.00535343595953	1.602802e+17	8.576289e+16	2.260959e+18	1.290760e+18	9.701994e+17
0.00535343595967	4.929976e+17	2.617588e+17	6.894000e+18	3.939998e+18	2.954003e+18
0.00535343595976	1.518846e+18	8.003795e+17	2.103296e+19	1.203533e+19	8.997635e+18
0.00535343595981	4.656874e+18	2.442001e+18	6.413456e+19	3.672416e+19	2.741041e+19
0.005353435959834	1.429679e+19	7.460539e+18	1.956681e+20	1.121308e+20	8.353724e+19
0.00535343595985	4.373013e+19	2.275534e+19	5.966619e+20	3.420611e+20	2.546008e+20
0.005353435959859	1.339356e+20	6.948286e+19	1.820335e+21	1.044103e+21	7.762320e+20
0.005353435959864	4.090002e+20	2.119032e+20	5.551014e+21	3.184507e+21	2.366507e+21
0.005353435959867	1.250135e+21	6.466862e+20	1.693523e+22	9.717751e+21	7.217481e+21
0.0053534359598686	3.813508e+21	1.972031e+21	5.164465e+22	2.963583e+22	2.200882e+22
0.0053534359598696	1.164212e+22	6.016490e+21	1.575564e+23	9.042031e+22	6.713606e+22
0.0053534359598702	3.549252e+22	1.834719e+22	4.804875e+23	2.757363e+23	2.047513e+23
0.0053534359598705	1.082713e+23	5.596516e+22	1.465834e+24	8.411885e+23	6.246459e+23
0.0053534359598707	3.299633e+23	1.706692e+23	4.470343e+24	2.565135e+24	1.905208e+24
0.0053534359598708	1.006094e+24	5.205312e+23	1.363756e+25	7.824875e+24	5.812688e+24
0.0053534359598708	3.065689e+24	1.587469e+24	4.159107e+25	2.386122e+25	1.772984e+25
0.0053534359598709	9.345048e+24	4.841215e+24	1.268792e+26	7.278462e+25	5.409453e+25
